,Player,Mat,Inns,Ov,Runs,Wkts,Avg,Econ,SR,4w,5w,year,Seasons
146,Ishwar Pandey,25,24,77.0,591,18,41.089999999999996,9.086666666666668,27.633333333333336,0,0,2015,3
147,Isuru Udana,10,10,29.0,282,8,35.25,9.72,21.75,0,0,2020,1
148,JM Kemp,5,5,7.0,54,3,18.0,7.36,14.66,0,0,2010,1
149,JP Duminy,77,47,109.0,798,23,46.17857142857143,7.308571428571428,36.857142857142854,1,0,2016,7
150,Jacob Oram,17,12,33.0,314,9,36.086666666666666,11.296666666666667,20.866666666666667,0,0,2011,3
151,Jacques Kallis,98,89,290.0,2293,65,42.207142857142856,7.927142857142857,31.262857142857143,0,0,2014,7
152,Jagadeesha Suchith,19,18,61.0,505,19,22.566666666666666,7.803333333333334,16.94,0,0,2022,3
153,James Faulkner,60,60,204.0,1778,59,38.01285714285715,8.437142857142858,25.15142857142857,0,2,2017,7
154,James Franklin,20,15,25.0,220,9,26.58,8.895,17.665,0,0,2012,2
155,James Hopes,21,20,60.0,548,14,39.135000000000005,9.175,25.71,0,0,2011,2
156,James Pattinson,10,10,35.0,320,11,29.09,9.01,19.36,0,0,2020,1
157,Jaskaran Singh,6,6,14.0,139,6,23.16,9.92,14.0,0,0,2010,1
158,Jason Behrendorff,17,17,61.0,552,19,30.32,8.945,20.4,0,0,2023,2
159,Jason Holder,46,46,165.6,1461,53,43.07,9.061428571428571,28.78,1,0,2023,7
160,Jasprit Bumrah,120,120,455.2,3378,145,29.727999999999998,7.99,21.909,2,1,2022,10
161,Javon Searles,4,3,7.0,89,2,44.5,12.71,21.0,0,0,2018,1
162,Jayant Yadav,17,17,55.0,377,8,47.0,6.481999999999999,41.4,0,0,2021,5
163,Jaydev Unadkat,88,87,306.0,2667,91,33.275999999999996,8.713,22.568,0,2,2022,10
164,Jeevan Mendis,3,2,5.0,36,1,36.0,7.2,30.0,0,0,2013,1
165,Jesse Ryder,29,16,39.0,303,8,45.94333333333333,8.15,33.0,0,0,2012,3
166,Jhye Richardson,3,3,11.0,117,3,39.0,10.63,22.0,0,0,2021,1
167,Jimmy Neesham,12,12,33.0,305,8,59.4,9.1,36.6,0,0,2021,3
168,Jofra Archer,40,40,157.0,1171,48,40.34,7.7924999999999995,28.919999999999998,0,0,2023,4
169,Joginder Sharma,15,14,39.0,385,12,34.29,9.646666666666667,21.166666666666668,0,0,2010,3
170,Johan Botha,34,34,115.0,800,25,38.92,6.934,32.436,0,0,2015,5
171,Johan van der Wath,3,3,12.0,129,3,43.0,10.75,24.0,0,0,2011,1
172,John Hastings,3,3,9.0,66,3,23.75,7.605,19.0,0,0,2016,2
173,Josh Hazlewood,27,27,100.3,810,35,33.7025,7.8275,27.759999999999998,1,0,2023,4
174,Josh Little,10,10,34.0,294,7,42.0,8.64,29.14,0,0,2023,1
175,Juan Theron,10,10,36.0,293,9,34.72,8.68,24.0,0,0,2015,3
176,KC Cariappa,10,10,34.0,314,8,37.583333333333336,10.603333333333333,22.833333333333332,0,0,2017,3
177,KM Asif,3,3,8.0,93,4,21.5,10.4,12.5,0,0,2021,2
178,KP Appanna,14,13,36.0,286,9,39.72,7.743333333333333,31.666666666666668,1,0,2012,3
179,Kagiso Rabada,69,69,260.0,2198,106,24.25,8.606666666666667,16.728333333333335,6,0,2023,6
180,Kamlesh Nagarkoti,10,9,26.0,231,5,46.2,8.88,31.2,0,0,2020,1
181,Kamran Khan,8,8,23.0,177,9,19.16,7.92,14.83,0,0,2010,2
182,Kane Richardson,15,15,56.0,472,19,30.45,8.879999999999999,20.875,0,0,2021,4
183,Karanveer Singh,9,9,34.0,321,12,85.95,9.705,47.45,1,0,2015,2
184,Karn Sharma,69,68,207.3,1662,69,25.77125,8.67125,18.0325,2,0,2023,8
185,Kartik Tyagi,19,19,66.1,662,15,60.6925,10.809999999999999,32.86,0,0,2023,4
186,Keemo Paul,8,8,27.0,237,9,26.33,8.72,18.11,0,0,2019,1
187,Kevin Pietersen,13,10,23.0,162,7,23.455,7.115,19.75,0,0,2010,2
188,Kevon Cooper,25,25,96.0,757,33,24.843333333333334,7.666666666666667,19.483333333333334,1,0,2014,3
189,Khaleel Ahmed,42,42,159.1,1364,57,28.453999999999997,8.584,19.866,0,0,2023,5
190,Kieron Pollard,134,102,239.0,2069,69,41.57555555555555,8.711111111111112,27.10666666666667,1,0,2022,9
191,Krishmar Santokie,2,2,8.0,90,3,30.0,11.25,16.0,0,0,2014,1
192,Krishnappa Gowtham,35,34,96.0,779,21,67.498,8.443999999999999,47.242000000000004,0,0,2023,5
193,Krunal Pandya,113,105,320.0,2351,70,36.975,7.33875,29.875,0,0,2023,8
194,Kuldeep Sen,7,7,25.1,237,8,29.62,9.41,18.87,1,0,2022,1
195,Kuldeep Yadav,73,71,247.4,2016,71,41.30285714285714,8.124285714285714,30.814285714285713,3,0,2023,7
196,Kuldip Yadav,2,2,7.0,68,2,34.0,9.71,21.0,0,0,2023,1
197,Kulwant Khejroliya,7,7,20.2,218,5,44.166666666666664,11.343333333333334,25.166666666666668,0,0,2023,3
198,Kumar Kartikeya Singh,12,12,39.0,329,10,32.9,8.285,23.4,0,0,2023,2
199,Kyle Abbott,5,5,16.0,177,2,88.5,11.06,48.0,0,0,2016,1
200,Kyle Jamieson,9,9,28.0,269,9,29.88,9.6,18.66,0,0,2021,1
201,Lakshmipathy Balaji,73,73,251.0,2028,76,26.978571428571428,8.044285714285715,20.014285714285712,3,1,2014,7
202,Lalit Yadav,25,17,45.0,369,10,40.583333333333336,8.203333333333333,29.0,0,0,2023,3
203,Lasith Malinga,122,122,470.0,3366,170,21.038888888888888,7.206666666666667,17.252222222222223,6,1,2019,9
204,Laxmi Ratan Shukla,47,27,52.0,447,15,34.38666666666666,8.086666666666666,25.0,0,0,2014,6
205,Lendl Simmons,8,1,3.0,34,1,34.0,11.33,18.0,0,0,2014,1
206,Liam Livingstone,23,17,30.0,296,8,40.33,11.1,22.0,0,0,2023,2
207,Liam Plunkett,7,7,25.0,225,4,56.25,9.0,37.5,0,0,2018,1
208,Lockie Ferguson,38,38,134.8,1171,37,49.32833333333334,9.049999999999999,30.083333333333332,1,0,2023,6
209,Love Ablish,2,2,4.0,36,3,12.0,9.0,8.0,0,0,2010,1
210,Luke Wright,6,5,10.0,100,2,50.0,10.16,29.5,0,0,2013,1
211,Lukman Meriwala,1,1,3.0,32,1,32.0,10.66,18.0,0,0,2021,1
212,Lungi Ngidi ,14,14,54.0,448,25,19.243333333333336,8.946666666666667,13.08,1,0,2021,3
213,MF Maharoof,17,17,60.0,455,23,21.175,7.745,16.2,0,0,2010,2
214,Maheesh Theekshana,22,22,84.0,653,23,28.69,7.725,22.11,1,0,2023,2
215,Mahipal Lomror,4,4,7.0,47,1,47.0,6.71,42.0,0,0,2021,1
216,Makhaya Ntini,9,9,35.0,242,7,34.57,6.91,30.0,1,0,2008,1
217,Mandeep Singh,16,1,3.0,23,1,23.0,7.66,18.0,0,0,2012,1
218,Manpreet Gony,43,43,146.0,1255,37,46.544999999999995,9.365,29.17833333333333,0,0,2013,6
219,Marchant de Lange,4,4,14.0,139,5,25.83,9.35,16.0,0,0,2014,2
220,Marco Jansen,18,18,65.0,586,19,29.44666666666667,8.646666666666667,20.540000000000003,0,0,2023,3
221,Marcus Stoinis,82,55,117.5,1148,39,38.97,9.87625,23.93,1,0,2023,8
222,Mark Wood,4,4,16.0,130,11,11.81,8.12,8.72,0,1,2023,1
223,Marlon Samuels,10,9,32.0,250,9,30.5,8.015,22.75,0,0,2013,2
224,Matheesha Pathirana,14,14,52.7,423,21,22.759999999999998,7.8,17.565,0,0,2023,2
225,Matt Henry,2,2,5.0,71,1,71.0,14.2,30.0,0,0,2017,1
226,Mayank Dagar,3,3,11.0,83,1,83.0,7.54,66.0,0,0,2023,1
227,Mayank Markande,29,29,95.0,784,29,41.3825,8.555,28.65,2,0,2023,4
228,Michael Bracewell,5,5,11.0,95,6,15.83,8.63,11.0,0,0,2023,1
229,Michael Clarke,6,5,11.0,67,2,33.5,6.09,33.0,0,0,2012,1
230,Mitchell Johnson,54,54,205.0,1702,61,43.949999999999996,8.631666666666666,28.650000000000002,0,0,2018,6
231,Mitchell Marsh,37,30,84.1,686,36,22.508333333333336,7.851666666666667,16.715,2,0,2023,6
232,Mitchell McClenaghan,56,56,212.0,1803,71,28.96,8.388,20.934,1,0,2019,5
233,Mitchell Santner,15,15,52.0,358,13,27.375,6.9675,23.625,0,0,2023,4
234,Mitchell Starc,27,26,96.0,693,34,21.630000000000003,7.125,17.95,1,0,2015,2
235,Moeen Ali,59,48,117.5,822,33,28.455,7.165,23.64333333333333,1,0,2023,6
236,Mohammad Asif,8,8,32.0,296,8,37.0,9.25,24.0,0,0,2008,1
237,Mohammad Hafeez,8,2,5.0,24,1,24.0,4.8,30.0,0,0,2008,1
238,Mohammad Nabi,16,16,53.0,385,13,35.8125,8.0175,27.2175,1,0,2021,4
239,Mohammad Shami,110,110,403.0,3412,127,38.761,8.725,26.276999999999997,2,0,2023,10
240,Mohammed Siraj,79,79,272.0,2327,78,31.915714285714284,8.680000000000001,21.892857142857142,2,0,2023,7
241,Mohit Sharma,100,100,334.1,2831,119,29.38888888888889,8.875555555555556,19.371111111111112,3,1,2023,9
242,Mohsin Khan,14,13,43.0,304,17,24.865,8.33,17.07,1,0,2023,2
243,Moises Henriques,62,60,158.0,1289,42,55.88875,8.12625,36.53375,0,0,2021,8
244,Morne Morkel,66,66,257.0,1983,77,28.641666666666666,7.743333333333333,21.89,1,0,2016,6
245,Mujeeb Ur Rahman,17,17,64.0,509,19,32.93333333333333,8.096666666666666,22.570000000000004,0,0,2021,3
246,Mukesh Choudhary,13,13,45.3,424,16,26.5,9.31,17.06,1,0,2022,1
247,Mukesh Kumar,10,10,31.0,326,7,46.57,10.51,26.57,0,0,2023,1
248,Munaf Patel,63,63,225.0,1698,74,32.54,7.902857142857143,24.014285714285712,2,1,2017,7
249,Murali Kartik,56,55,191.0,1388,31,67.96285714285715,7.861428571428571,51.332857142857144,0,0,2014,7
250,Murugan Ashwin,42,42,140.0,1109,35,41.485,7.941666666666666,30.575,0,0,2022,6
251,Musavir Khote,4,2,5.0,51,2,25.5,10.2,15.0,0,0,2008,1
252,Mustafizur Rahman,47,47,179.0,1410,47,39.65,8.514,26.660000000000004,0,0,2023,5
253,Muttiah Muralitharan,66,66,254.0,1696,63,37.92142857142857,6.912857142857143,31.892857142857142,0,0,2014,7
254,Nathan Coulter-Nile,38,37,139.0,1052,48,25.205714285714286,7.351428571428571,20.381428571428575,2,0,2021,7
255,Nathan Ellis,15,15,56.0,492,17,47.46666666666667,8.746666666666668,33.843333333333334,1,0,2023,3
256,Nathu Singh,2,2,4.0,15,1,15.0,3.75,24.0,0,0,2017,1
257,Navdeep Saini,30,30,105.0,922,23,36.9775,10.2225,23.96,0,0,2023,4
258,Naveen-ul-Haq,8,7,28.0,219,11,19.9,7.82,15.27,1,0,2023,1
259,Nayan Doshi,4,4,9.0,79,2,39.5,7.935,28.0,0,0,2011,2
260,Nitish Rana,43,17,22.5,191,10,20.0,8.206666666666667,14.303333333333333,0,0,2023,3
261,Noor Ahmad,13,13,47.1,369,16,23.06,7.82,17.68,0,0,2023,1
262,Nuwan Kulasekara,6,5,17.0,120,5,24.75,7.6850000000000005,19.5,0,0,2012,2
263,Nuwan Zoysa,3,3,11.0,99,2,49.5,9.0,33.0,0,0,2008,1
264,Obed McCoy,7,7,25.5,237,11,21.54,9.17,14.09,0,0,2022,1
265,Odean Smith,6,6,15.0,178,6,29.66,11.86,15.0,1,0,2022,1
266,Oshane Thomas,4,4,10.0,79,5,15.8,7.9,12.0,0,0,2019,1
267,P Parameswaran,5,5,15.0,137,4,34.25,8.74,23.5,0,0,2011,1
268,PM Sarvesh Kumar,2,2,5.0,42,1,42.0,8.4,30.0,0,0,2008,1
269,Paidikalva Vijaykumar,9,9,25.0,199,4,49.75,7.85,38.0,0,0,2008,1
270,Palani Amarnath,6,6,22.0,236,7,33.71,10.72,18.85,0,0,2008,1
271,Pankaj Singh,11,11,36.0,316,11,32.42666666666667,9.163333333333332,21.0,0,0,2012,3
272,Parveez Rasool,11,11,33.0,271,4,67.75,7.557500000000001,49.5,0,0,2016,4
273,Parvinder Awana,33,33,124.0,1029,39,28.113333333333333,8.65,19.44,1,0,2014,3
274,Pat Cummins,42,42,158.5,1357,45,40.25833333333333,8.731666666666667,27.223333333333333,1,0,2022,6
275,Paul Collingwood,8,6,15.0,101,5,20.2,6.8,17.8,0,0,2010,1
276,Paul Valthaty,14,9,24.0,189,7,27.0,7.82,20.71,1,0,2011,1
277,Pawan Negi,47,39,108.0,836,34,40.50333333333334,8.688333333333334,26.873333333333335,1,0,2019,6
278,Pawan Suyal,2,2,6.0,56,2,28.0,9.33,18.0,0,0,2014,2
279,Piyush Chawla,181,180,605.0,4796,179,28.445333333333334,8.09,21.11466666666667,2,0,2023,15
280,Pradeep Sahu,5,5,17.0,146,3,48.66,8.34,35.0,0,0,2016,1
281,Pradeep Sangwan,24,24,86.0,761,23,34.303999999999995,9.008,22.612000000000002,0,0,2022,5
282,Pragyan Ojha,79,77,268.0,1929,85,23.418333333333333,7.218333333333334,19.421666666666667,0,0,2013,6
283,Prashant Solanki,2,2,6.0,38,2,19.0,6.33,18.0,0,0,2022,1
284,Prasidh Krishna,51,51,189.3,1703,49,43.9,9.075999999999999,28.76,1,0,2022,5
285,Praveen Dubey,1,1,3.0,19,1,19.0,6.33,18.0,0,0,2023,1
286,Praveen Kumar,119,119,418.0,3251,90,35.808,7.812,27.772000000000002,0,0,2017,10
287,Pravin Tambe,33,33,110.0,853,28,44.582499999999996,8.0025,33.485,1,0,2016,4
288,Prithvi Raj Yarra,2,2,5.0,57,1,57.0,11.4,30.0,0,0,2019,1
289,RP Singh,82,82,295.0,2338,90,28.162857142857145,8.1,20.78857142857143,2,0,2016,7
290,Rahul Chahar,69,68,245.8,1862,65,29.973333333333333,7.640000000000001,23.496666666666666,1,0,2023,6
291,Rahul Sharma,44,44,154.0,1086,40,36.001999999999995,7.864,26.308,0,0,2014,5
292,Rahul Shukla,6,6,17.0,177,5,37.665,10.375,21.5,0,0,2014,2
293,Rahul Tewatia,48,45,132.0,1020,32,28.822857142857142,7.581428571428572,22.764285714285712,0,0,2021,7
294,Raiphi Gomez,11,8,15.0,124,5,24.8,8.26,18.0,0,0,2011,1
295,Rajagopal Sathish,16,7,14.0,140,3,49.75,9.975,30.0,0,0,2016,2
296,Rajat Bhatia,85,82,246.0,1828,61,31.57375,7.5575,25.05375,0,0,2017,8
297,Rajvardhan Hangargekar,2,2,6.0,60,3,20.0,10.0,12.0,0,0,2023,1
298,Ramandeep Singh,5,3,6.0,54,6,9.0,9.0,6.0,0,0,2022,1
299,Ramesh Powar,26,25,68.0,495,13,41.515,7.535,32.8,0,0,2011,4
300,Rashid Khan,109,109,432.5,2885,139,20.805714285714284,6.644285714285715,18.93285714285714,2,0,2023,7
301,Ravi Bishnoi,52,51,190.3,1445,53,27.3325,7.4725,21.7125,0,0,2023,4
302,Ravi Bopara,19,12,33.0,287,11,26.03,8.879999999999999,17.8,0,0,2015,2
